Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
NAPLES COMMUNITY HOSPITAL,100018,FL,READM-30-AMI-HRRP,827.0,,0.9387,15.5,16.5,125.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HOLMES REGIONAL MEDICAL CENTER,100019,FL,READM-30-AMI-HRRP,574.0,,1.0599,18.1,17.1,107.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CITRUS MEMORIAL HOSPITAL,100023,FL,READM-30-PN-HRRP,460.0,,0.8528,14.9,17.4,58.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PARRISH MEDICAL CENTER,100028,FL,READM-30-COPD-HRRP,451.0,,0.8869,17.6,19.8,71.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PARRISH MEDICAL CENTER,100028,FL,READM-30-PN-HRRP,286.0,,0.9232,16.5,17.9,42.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MOUNT SINAI MEDICAL CENTER,100034,FL,READM-30-HF-HRRP,648.0,,1.0643,25.2,23.7,167.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GULF COAST REGIONAL MEDICAL CENTER,100242,FL,READM-30-COPD-HRRP,432.0,,0.9304,19.7,21.2,80.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GULF COAST REGIONAL MEDICAL CENTER,100242,FL,READM-30-PN-HRRP,361.0,,0.9009,16.0,17.8,51.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CAPE CORAL HOSPITAL,100244,FL,READM-30-AMI-HRRP,107.0,,1.0655,21.1,19.8,26.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RAULERSON HOSPITAL,100252,FL,READM-30-HF-HRRP,360.0,,1.0967,25.4,23.2,97.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CAPITAL REGIONAL MEDICAL CENTER,100254,FL,READM-30-COPD-HRRP,335.0,,0.9644,18.7,19.3,60.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CAPITAL REGIONAL MEDICAL CENTER,100254,FL,READM-30-HIP-KNEE-HRRP,,,0.904,4.3,4.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DELRAY MEDICAL CENTER,100258,FL,READM-30-COPD-HRRP,551.0,,0.9047,17.8,19.6,91.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEASE COUNTRYSIDE HOSPITAL,100265,FL,READM-30-HF-HRRP,780.0,,1.0314,23.4,22.6,184.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST BOCA MEDICAL CENTER,100268,FL,READM-30-PN-HRRP,228.0,,0.9657,15.0,15.6,32.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WELLINGTON REGIONAL MEDICAL CENTER,100275,FL,READM-30-HF-HRRP,215.0,,1.0142,21.9,21.6,48.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WELLINGTON REGIONAL MEDICAL CENTER,100275,FL,READM-30-HIP-KNEE-HRRP,141.0,,1.3299,6.3,4.7,14.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEMORIAL HOSPITAL WEST,100281,FL,READM-30-HIP-KNEE-HRRP,,,1.1059,5.2,4.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WESTCHESTER GENERAL HOSPITAL,100284,FL,READM-30-HF-HRRP,78.0,,1.0073,25.1,24.9,20.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WESTCHESTER GENERAL HOSPITAL,100284,FL,READM-30-PN-HRRP,148.0,,1.1173,23.1,20.7,42.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEMORIAL HOSPITAL MIRAMAR,100285,FL,READM-30-HIP-KNEE-HRRP,,,0.9768,5.4,5.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,100286,FL,READM-30-AMI-HRRP,213.0,,0.9855,15.4,15.6,32.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,100286,FL,READM-30-PN-HRRP,406.0,,0.9582,14.7,15.4,57.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CLEVELAND CLINIC HOSPITAL,100289,FL,READM-30-PN-HRRP,211.0,,0.9839,16.6,16.9,34.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SACRED HEART HOSPITAL ON THE EMERALD COAST,100292,FL,READM-30-AMI-HRRP,93.0,,0.938,16.5,17.6,12.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SACRED HEART HOSPITAL ON THE EMERALD COAST,100292,FL,READM-30-HF-HRRP,171.0,,0.9706,21.5,22.1,35.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SACRED HEART HOSPITAL ON THE EMERALD COAST,100292,FL,READM-30-HIP-KNEE-HRRP,,,0.7255,3.7,5.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST VINCENT'S MEDICAL CENTER SOUTHSIDE,100307,FL,READM-30-PN-HRRP,279.0,,1.0567,19.1,18.1,57.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CLEARVIEW  REGIONAL MEDICAL CENTER,110046,GA,READM-30-COPD-HRRP,164.0,,0.8993,16.5,18.4,20.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLOYD MEDICAL CENTER,110054,GA,READM-30-PN-HRRP,472.0,,0.9295,16.3,17.5,72.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MIDTOWN MEDICAL CENTER,110064,GA,READM-30-HF-HRRP,189.0,,0.9718,21.0,21.6,38.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HOUSTON MEDICAL CENTER,110069,GA,READM-30-PN-HRRP,507.0,,1.058,18.8,17.7,99.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EAST GEORGIA REGIONAL MEDICAL CENTER,110075,GA,READM-30-HF-HRRP,301.0,,1.0221,22.2,21.7,68.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,110086,GA,READM-30-HF-HRRP,,,0.9975,19.1,19.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GWINNETT MEDICAL CENTER,110087,GA,READM-30-HIP-KNEE-HRRP,660.0,,0.897,4.5,5.1,28.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"LIFEPOINT HOSPITALS, INC",110091,GA,READM-30-HF-HRRP,362.0,,0.9985,21.6,21.6,78.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"LIFEPOINT HOSPITALS, INC",110091,GA,READM-30-PN-HRRP,212.0,,1.0679,17.8,16.6,42.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DODGE COUNTY HOSPITAL,110092,GA,READM-30-HF-HRRP,64.0,,1.0643,21.0,19.7,17.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TIFT REGIONAL MEDICAL CENTER,110095,GA,READM-30-HIP-KNEE-HRRP,349.0,,0.8757,4.7,5.4,14.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,110101,GA,READM-30-COPD-HRRP,62.0,,1.0015,17.6,17.6,11.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEDICAL CENTER OF CENTRAL GEORGIA,110107,GA,READM-30-HIP-KNEE-HRRP,675.0,,0.9244,4.5,4.9,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WAYNE MEMORIAL HOSPITAL,110124,GA,READM-30-HF-HRRP,154.0,,1.0016,21.4,21.3,33.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEADOWS REGIONAL MEDICAL CENTER,110128,GA,READM-30-HF-HRRP,226.0,,1.0362,23.4,22.6,55.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEADOWS REGIONAL MEDICAL CENTER,110128,GA,READM-30-HIP-KNEE-HRRP,,,1.1296,5.3,4.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"ST FRANCIS HOSPITAL, INC",110129,GA,READM-30-AMI-HRRP,371.0,,0.9193,13.5,14.7,46.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"ST FRANCIS HOSPITAL, INC",110129,GA,READM-30-HF-HRRP,849.0,,0.8428,17.6,20.9,140.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST PETERSBURG GENERAL HOSPITAL,100180,FL,READM-30-HIP-KNEE-HRRP,,,0.9535,5.2,5.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LARKIN COMMUNITY HOSPITAL,100181,FL,READM-30-HF-HRRP,61.0,,1.133,26.7,23.6,24.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CORAL GABLES HOSPITAL,100183,FL,READM-30-COPD-HRRP,397.0,,0.981,19.5,19.9,76.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CORAL GABLES HOSPITAL,100183,FL,READM-30-HIP-KNEE-HRRP,,,1.0377,6.4,6.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CORAL GABLES HOSPITAL,100183,FL,READM-30-PN-HRRP,159.0,,1.036,18.6,18.0,32.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHWEST MEDICAL CENTER,100189,FL,READM-30-AMI-HRRP,284.0,,1.1484,22.0,19.2,70.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CHARLOTTE HUNGERFORD HOSPITAL,70011,CT,READM-30-COPD-HRRP,510.0,,1.0889,25.2,23.2,135.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CHARLOTTE HUNGERFORD HOSPITAL,70011,CT,READM-30-HF-HRRP,355.0,,0.9682,21.7,22.4,75.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CHARLOTTE HUNGERFORD HOSPITAL,70011,CT,READM-30-HIP-KNEE-HRRP,167.0,,1.2391,6.6,5.4,15.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ROCKVILLE GENERAL HOSPITAL,70012,CT,READM-30-HF-HRRP,207.0,,1.0237,22.0,21.5,47.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ROCKVILLE GENERAL HOSPITAL,70012,CT,READM-30-PN-HRRP,255.0,,1.1437,18.5,16.2,56.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT MARYS HOSPITAL,70016,CT,READM-30-AMI-HRRP,182.0,,0.9953,17.7,17.8,32.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT MARYS HOSPITAL,70016,CT,READM-30-PN-HRRP,390.0,,0.9788,17.0,17.4,65.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JOHN D ARCHBOLD MEMORIAL HOSPITAL,110038,GA,READM-30-PN-HRRP,290.0,,0.9457,15.4,16.3,41.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HABERSHAM COUNTY MEDICAL CTR,110041,GA,READM-30-PN-HRRP,250.0,,1.0828,17.9,16.5,50.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BROWARD HEALTH IMPERIAL POINT,100200,FL,READM-30-AMI-HRRP,,,1.0129,20.4,20.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KENDALL REGIONAL MEDICAL CENTER,100209,FL,READM-30-PN-HRRP,236.0,,1.0549,19.2,18.2,49.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BLAKE MEDICAL CENTER,100213,FL,READM-30-PN-HRRP,342.0,,0.936,15.0,16.0,47.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,100220,FL,READM-30-HF-HRRP,865.0,,0.9768,21.9,22.4,188.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY HOSPITAL AND MEDICAL CENTER,100224,FL,READM-30-HIP-KNEE-HRRP,128.0,,1.3562,8.8,6.5,17.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY HOSPITAL AND MEDICAL CENTER,100224,FL,READM-30-PN-HRRP,147.0,,0.9171,16.9,18.4,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ORANGE PARK MEDICAL CENTER,100226,FL,READM-30-COPD-HRRP,742.0,,0.9606,19.8,20.6,144.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WESTSIDE REGIONAL MEDICAL CENTER,100228,FL,READM-30-PN-HRRP,140.0,,0.9673,15.8,16.4,20.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST FLORIDA HOSPITAL,100231,FL,READM-30-COPD-HRRP,593.0,,0.9631,20.0,20.8,116.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST PALM HOSPITAL,100234,FL,READM-30-COPD-HRRP,87.0,,0.9455,20.7,21.9,14.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FAWCETT MEMORIAL HOSPITAL,100236,FL,READM-30-HIP-KNEE-HRRP,592.0,,0.897,4.7,5.3,26.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FAWCETT MEMORIAL HOSPITAL,100236,FL,READM-30-PN-HRRP,551.0,,1.0988,21.0,19.1,122.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVOCATE TRINITY HOSPITAL,140048,IL,READM-30-HF-HRRP,418.0,,1.1583,26.3,22.7,119.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST SUBURBAN MEDICAL CENTER,140049,IL,READM-30-AMI-HRRP,117.0,,1.0225,18.6,18.2,23.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OSF SAINT ANTHONY'S HEALTH CENTER,140052,IL,READM-30-HF-HRRP,197.0,,1.1744,25.1,21.3,59.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST JOHNS HOSPITAL,140053,IL,READM-30-HIP-KNEE-HRRP,672.0,,0.8663,4.4,5.1,27.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MACNEAL  HOSPITAL,140054,IL,READM-30-PN-HRRP,343.0,,0.9756,17.4,17.8,58.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PASSAVANT AREA HOSPITAL,140058,IL,READM-30-PN-HRRP,464.0,,0.9752,16.3,16.7,74.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JERSEY COMMUNITY HOSPITAL,140059,IL,READM-30-AMI-HRRP,,,0.9637,18.6,19.3,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RUSH OAK PARK HOSPITAL,140063,IL,READM-30-PN-HRRP,156.0,,0.9994,18.6,18.6,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,140065,IL,READM-30-COPD-HRRP,462.0,,0.9375,19.8,21.1,87.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PRESENCE SAINT FRANCIS HOSPITAL,140080,IL,READM-30-AMI-HRRP,156.0,,1.0744,18.1,16.8,32.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LOUIS A WEISS MEMORIAL HOSPITAL,140082,IL,READM-30-AMI-HRRP,131.0,,0.9945,19.3,19.4,25.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PRESENCE UNITED SAMARITANS MEDICAL CENTER,140093,IL,READM-30-AMI-HRRP,75.0,,0.9431,20.3,21.5,12.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PRESENCE UNITED SAMARITANS MEDICAL CENTER,140093,IL,READM-30-COPD-HRRP,510.0,,0.9884,18.8,19.0,95.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,140116,IL,READM-30-HF-HRRP,620.0,,0.9714,21.1,21.7,129.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RUSH UNIVERSITY MEDICAL CENTER,140119,IL,READM-30-AMI-HRRP,200.0,,0.9894,18.8,19.0,37.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PEKIN MEMORIAL HOSPITAL,140120,IL,READM-30-AMI-HRRP,62.0,,1.1198,19.5,17.4,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HOLY CROSS HOSPITAL,140133,IL,READM-30-COPD-HRRP,367.0,,1.126,24.6,21.8,99.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HOLY CROSS HOSPITAL,140133,IL,READM-30-HIP-KNEE-HRRP,,,1.0911,7.2,6.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HOLY CROSS HOSPITAL,140133,IL,READM-30-PN-HRRP,173.0,,1.1082,20.2,18.2,42.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GREENVILLE REGIONAL HOSPITAL,140137,IL,READM-30-COPD-HRRP,,,0.9772,20.9,21.4,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST JOSEPHS HOSPITAL,140145,IL,READM-30-HIP-KNEE-HRRP,,,1.0365,5.2,5.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RICHLAND MEMORIAL HOSPITAL,140147,IL,READM-30-COPD-HRRP,165.0,,1.0851,20.2,18.7,39.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TAYLOR REGIONAL HOSPITAL,110135,GA,READM-30-COPD-HRRP,,,0.9343,17.5,18.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TAYLOR REGIONAL HOSPITAL,110135,GA,READM-30-PN-HRRP,,,0.9693,16.0,16.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,110146,GA,READM-30-PN-HRRP,,,0.9646,15.2,15.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OCONEE REGIONAL MEDICAL CENTER,110150,GA,READM-30-PN-HRRP,193.0,,1.013,18.2,18.0,36.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHSIDE HOSPITAL,110161,GA,READM-30-PN-HRRP,232.0,,0.9605,15.8,16.4,34.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COLISEUM MEDICAL CENTERS,110164,GA,READM-30-PN-HRRP,287.0,,1.0638,18.8,17.6,58.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DOCTORS HOSPITAL,110177,GA,READM-30-AMI-HRRP,82.0,,1.0967,16.2,14.8,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WELLSTAR DOUGLAS HOSPITAL,110184,GA,READM-30-PN-HRRP,275.0,,0.9975,17.2,17.2,47.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PIEDMONT HENRY HOSPITAL,110191,GA,READM-30-COPD-HRRP,462.0,,0.977,18.3,18.7,83.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EASTSIDE MEDICAL CENTER,110192,GA,READM-30-PN-HRRP,340.0,,1.0202,16.1,15.8,56.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST KENDALL BAPTIST HOSPITAL,100314,FL,READM-30-AMI-HRRP,,,1.0448,22.7,21.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST KENDALL BAPTIST HOSPITAL,100314,FL,READM-30-COPD-HRRP,139.0,,0.9801,21.9,22.4,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST KENDALL BAPTIST HOSPITAL,100314,FL,READM-30-HF-HRRP,191.0,,0.9535,23.0,24.1,41.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
VIERA HOSPITAL,100315,FL,READM-30-PN-HRRP,157.0,,0.9729,15.1,15.6,22.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLORIDA HOSPITAL WESLEY CHAPEL,100319,FL,READM-30-HIP-KNEE-HRRP,,,0.9337,5.1,5.4,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HAMILTON MEDICAL CENTER,110001,GA,READM-30-AMI-HRRP,228.0,,0.8999,15.1,16.8,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HAMILTON MEDICAL CENTER,110001,GA,READM-30-PN-HRRP,649.0,,1.0139,18.7,18.4,122.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EMORY UNIVERSITY HOSPITAL,110010,GA,READM-30-PN-HRRP,244.0,,0.9863,17.6,17.8,42.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TANNER MEDICAL CENTER - CARROLLTON,110011,GA,READM-30-HF-HRRP,329.0,,0.934,21.6,23.1,67.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NEWTON MEDICAL CENTER,110018,GA,READM-30-PN-HRRP,272.0,,1.057,16.7,15.8,49.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CANDLER HOSPITAL,110024,GA,READM-30-HF-HRRP,388.0,,0.8348,17.6,21.1,58.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,110025,GA,READM-30-PN-HRRP,397.0,,1.0108,15.9,15.8,64.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"ST MARY'S SACRED HEART HOSPITAL, INC",110027,GA,READM-30-PN-HRRP,132.0,,0.9635,15.5,16.0,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY HOSPITAL,110028,GA,READM-30-COPD-HRRP,484.0,,0.9638,20.2,20.9,95.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WELLSTAR KENNESTONE HOSPITAL,110035,GA,READM-30-COPD-HRRP,904.0,,1.0348,21.6,20.9,198.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WELLSTAR KENNESTONE HOSPITAL,110035,GA,READM-30-HF-HRRP,1518.0,,1.0501,23.2,22.1,355.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HEARTLAND REGIONAL MEDICAL CENTER,140184,IL,READM-30-PN-HRRP,304.0,,1.1637,20.9,18.0,74.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SARAH BUSH LINCOLN HEALTH CENTER,140189,IL,READM-30-HF-HRRP,505.0,,1.1419,24.8,21.7,133.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SARAH BUSH LINCOLN HEALTH CENTER,140189,IL,READM-30-HIP-KNEE-HRRP,292.0,,1.0475,5.5,5.3,17.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
INGALLS MEMORIAL HOSPITAL,140191,IL,READM-30-HF-HRRP,874.0,,1.2262,27.3,22.3,251.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
METHODIST MEDICAL CENTER OF ILLINOIS,140209,IL,READM-30-COPD-HRRP,427.0,,1.0575,21.6,20.4,96.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,140213,IL,READM-30-PN-HRRP,800.0,,1.0325,18.0,17.4,146.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTH FULTON HOSPITAL,110198,GA,READM-30-HF-HRRP,275.0,,1.1039,22.6,20.5,68.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTH FULTON HOSPITAL,110198,GA,READM-30-PN-HRRP,300.0,,1.0768,16.7,15.5,55.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PIEDMONT FAYETTE HOSPITAL,110215,GA,READM-30-HIP-KNEE-HRRP,630.0,,1.0453,4.6,4.4,30.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PIEDMONT MOUNTAINSIDE HOSPITAL INC,110225,GA,READM-30-COPD-HRRP,196.0,,0.9925,19.1,19.3,37.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DEKALB MEDICAL CENTER AT HILLANDALE,110226,GA,READM-30-PN-HRRP,100.0,,1.0499,17.7,16.9,21.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"PIEDMONT NEWNAN HOSPITAL, INC",110229,GA,READM-30-PN-HRRP,346.0,,0.954,16.2,17.0,53.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EMORY JOHNS CREEK HOSPITAL,110230,GA,READM-30-HIP-KNEE-HRRP,,,1.1463,4.7,4.1,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
THE QUEENS MEDICAL CENTER,120001,HI,READM-30-HF-HRRP,437.0,,0.9648,19.0,19.7,81.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KUAKINI MEDICAL CENTER,120007,HI,READM-30-HF-HRRP,222.0,,0.9995,19.4,19.4,43.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GOOD SAMARITAN REGIONAL HLTH CENTER,140046,IL,READM-30-HF-HRRP,377.0,,1.0396,23.3,22.4,90.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST ALEXIUS MEDICAL CENTER,140290,IL,READM-30-HIP-KNEE-HRRP,523.0,,1.0333,5.2,5.1,28.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVOCATE GOOD SHEPHERD HOSPITAL,140291,IL,READM-30-PN-HRRP,455.0,,0.9236,16.1,17.4,68.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVENTIST BOLINGBROOK HOSPITAL,140304,IL,READM-30-HIP-KNEE-HRRP,,,1.1281,6.3,5.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JOHNSON MEMORIAL HOSPITAL,150001,IN,READM-30-HF-HRRP,152.0,,0.8471,18.7,22.1,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FRANCISCAN ST MARGARET HEALTH - HAMMOND,150004,IN,READM-30-HF-HRRP,553.0,,1.1502,25.8,22.4,151.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,150006,IN,READM-30-HIP-KNEE-HRRP,182.0,,1.1981,7.5,6.2,17.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST CATHERINE HOSPITAL INC,150008,IN,READM-30-PN-HRRP,162.0,,1.0109,18.1,17.9,30.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CLARK MEMORIAL HOSPITAL,150009,IN,READM-30-HF-HRRP,538.0,,1.0052,22.8,22.7,123.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MARION GENERAL HOSPITAL,150011,IN,READM-30-HF-HRRP,366.0,,0.9954,21.4,21.5,78.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MARION GENERAL HOSPITAL,150011,IN,READM-30-HIP-KNEE-HRRP,,,0.8129,4.9,6.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT JOSEPH REGIONAL MEDICAL CENTER,150012,IN,READM-30-AMI-HRRP,277.0,,0.9245,14.4,15.6,36.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT JOSEPH REGIONAL MEDICAL CENTER,150012,IN,READM-30-HF-HRRP,665.0,,0.915,19.4,21.2,124.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
